fragment_a,fragment_b,source_a,source_b,index_a,index_b,label
FRAG_000650,FRAG_000651,sample_pdf_019.pdf,sample_pdf_019.pdf,17,18,1
FRAG_001134,FRAG_001088,sample_text_009.txt,sample_text_005.csv,6,3,0
FRAG_000510,FRAG_000511,sample_pdf_012.pdf,sample_pdf_012.pdf,27,28,1
FRAG_000565,FRAG_000566,sample_pdf_016.pdf,sample_pdf_016.pdf,4,5,1
FRAG_001635,FRAG_001636,sample_zip_025.zip,sample_zip_025.zip,12,13,1
FRAG_000655,FRAG_001368,sample_pdf_019.pdf,sample_text_025.log,22,10,0
FRAG_000192,FRAG_001544,sample_jpeg_021.jpg,sample_zip_017.zip,5,0,0
FRAG_000335,FRAG_000336,sample_pdf_005.pdf,sample_pdf_005.pdf,21,22,1
FRAG_001092,FRAG_001093,sample_text_006.log,sample_text_006.log,2,3,1
FRAG_000252,FRAG_000253,sample_pdf_001.pdf,sample_pdf_001.pdf,27,28,1
FRAG_001443,FRAG_000143,sample_zip_008.zip,sample_jpeg_016.jpeg,11,3,0
FRAG_000816,FRAG_001469,sample_png_004.png,sample_zip_011.zip,1,6,0
FRAG_000006,FRAG_000007,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,5,6,1
FRAG_001606,FRAG_000920,sample_zip_022.zip,sample_png_014.png,3,9,0
FRAG_000476,FRAG_000945,sample_pdf_011.pdf,sample_png_018.png,23,0,0
FRAG_001119,FRAG_000694,sample_text_008.json,sample_pdf_020.pdf,11,21,0
FRAG_000664,FRAG_000033,sample_pdf_019.pdf,sample_jpeg_003.jpg,31,7,0
FRAG_000328,FRAG_001623,sample_pdf_005.pdf,sample_zip_025.zip,14,0,0
FRAG_000090,FRAG_000091,sample_jpeg_010.jpg,sample_jpeg_010.jpg,12,13,1
FRAG_000687,FRAG_000583,sample_pdf_020.pdf,sample_pdf_017.pdf,14,0,0
FRAG_000368,FRAG_001509,sample_pdf_006.pdf,sample_zip_014.zip,20,6,0
FRAG_000924,FRAG_000500,sample_png_015.png,sample_pdf_012.pdf,2,17,0
FRAG_000903,FRAG_000698,sample_png_013.png,sample_pdf_020.pdf,0,25,0
FRAG_001512,FRAG_001513,sample_zip_014.zip,sample_zip_014.zip,9,10,1
FRAG_000579,FRAG_000580,sample_pdf_016.pdf,sample_pdf_016.pdf,18,19,1
FRAG_000443,FRAG_000444,sample_pdf_009.pdf,sample_pdf_009.pdf,33,34,1
FRAG_000440,FRAG_000441,sample_pdf_009.pdf,sample_pdf_009.pdf,30,31,1
FRAG_001101,FRAG_001102,sample_text_007.csv,sample_text_007.csv,3,4,1
FRAG_000243,FRAG_000244,sample_pdf_001.pdf,sample_pdf_001.pdf,18,19,1
FRAG_000260,FRAG_000261,sample_pdf_002.pdf,sample_pdf_002.pdf,1,2,1
FRAG_001354,FRAG_001355,sample_text_024.txt,sample_text_024.txt,13,14,1
FRAG_000814,FRAG_001614,sample_png_003.png,sample_zip_023.zip,5,4,0
FRAG_001123,FRAG_000914,sample_text_008.json,sample_png_014.png,15,3,0
FRAG_000559,FRAG_000395,sample_pdf_015.pdf,sample_pdf_008.pdf,10,5,0
FRAG_001303,FRAG_001304,sample_text_020.txt,sample_text_020.txt,1,2,1
FRAG_000032,FRAG_001480,sample_jpeg_003.jpg,sample_zip_011.zip,6,17,0
FRAG_000594,FRAG_000595,sample_pdf_017.pdf,sample_pdf_017.pdf,11,12,1
FRAG_001478,FRAG_001479,sample_zip_011.zip,sample_zip_011.zip,15,16,1
FRAG_001270,FRAG_001271,sample_text_017.txt,sample_text_017.txt,4,5,1
FRAG_000660,FRAG_000661,sample_pdf_019.pdf,sample_pdf_019.pdf,27,28,1
FRAG_000141,FRAG_000481,sample_jpeg_016.jpeg,sample_pdf_011.pdf,1,28,0
FRAG_001633,FRAG_001634,sample_zip_025.zip,sample_zip_025.zip,10,11,1
FRAG_000343,FRAG_000344,sample_pdf_005.pdf,sample_pdf_005.pdf,29,30,1
FRAG_000502,FRAG_001403,sample_pdf_012.pdf,sample_zip_005.zip,19,2,0
FRAG_000557,FRAG_000558,sample_pdf_015.pdf,sample_pdf_015.pdf,8,9,1
FRAG_001392,FRAG_001393,sample_zip_003.zip,sample_zip_003.zip,7,8,1
FRAG_000957,FRAG_001022,sample_png_019.png,sample_png_025.png,0,11,0
FRAG_000895,FRAG_000217,sample_png_011.png,sample_jpeg_025.jpg,7,3,0
FRAG_001434,FRAG_001435,sample_zip_008.zip,sample_zip_008.zip,2,3,1
FRAG_001532,FRAG_001241,sample_zip_016.zip,sample_text_016.json,2,3,0
FRAG_001245,FRAG_001389,sample_text_016.json,sample_zip_003.zip,7,4,0
FRAG_000486,FRAG_000782,sample_pdf_012.pdf,sample_pdf_025.pdf,3,14,0
FRAG_001601,FRAG_001602,sample_zip_021.zip,sample_zip_021.zip,12,13,1
FRAG_000897,FRAG_000090,sample_png_012.png,sample_jpeg_010.jpg,0,12,0
FRAG_000112,FRAG_000113,sample_jpeg_013.jpeg,sample_jpeg_013.jpeg,0,1,1
FRAG_000564,FRAG_000565,sample_pdf_016.pdf,sample_pdf_016.pdf,3,4,1
FRAG_000848,FRAG_000695,sample_png_007.png,sample_pdf_020.pdf,2,22,0
FRAG_001604,FRAG_001605,sample_zip_022.zip,sample_zip_022.zip,1,2,1
FRAG_000801,FRAG_000802,sample_png_001.png,sample_png_001.png,5,6,1
FRAG_000280,FRAG_000281,sample_pdf_003.pdf,sample_pdf_003.pdf,0,1,1
FRAG_000480,FRAG_001094,sample_pdf_011.pdf,sample_text_006.log,27,4,0
FRAG_000067,FRAG_001240,sample_jpeg_008.jpeg,sample_text_016.json,8,2,0
FRAG_000969,FRAG_000498,sample_png_020.png,sample_pdf_012.pdf,0,15,0
FRAG_001363,FRAG_001537,sample_text_025.log,sample_zip_016.zip,5,7,0
FRAG_000296,FRAG_000297,sample_pdf_003.pdf,sample_pdf_003.pdf,16,17,1
FRAG_001588,FRAG_001253,sample_zip_020.zip,sample_text_016.json,12,15,0
FRAG_000141,FRAG_001568,sample_jpeg_016.jpeg,sample_zip_019.zip,1,0,0
FRAG_001130,FRAG_001446,sample_text_009.txt,sample_zip_009.zip,2,2,0
FRAG_001549,FRAG_001550,sample_zip_017.zip,sample_zip_017.zip,5,6,1
FRAG_000458,FRAG_000286,sample_pdf_011.pdf,sample_pdf_003.pdf,5,6,0
FRAG_001315,FRAG_001316,sample_text_020.txt,sample_text_020.txt,13,14,1
FRAG_000684,FRAG_001580,sample_pdf_020.pdf,sample_zip_020.zip,11,4,0
FRAG_001082,FRAG_001083,sample_text_004.json,sample_text_004.json,15,16,1
FRAG_001247,FRAG_001248,sample_text_016.json,sample_text_016.json,9,10,1
FRAG_000302,FRAG_000303,sample_pdf_003.pdf,sample_pdf_003.pdf,22,23,1
FRAG_000537,FRAG_001198,sample_pdf_014.pdf,sample_text_014.txt,10,1,0
FRAG_000868,FRAG_001042,sample_png_008.png,sample_text_001.json,13,17,0
FRAG_001472,FRAG_000654,sample_zip_011.zip,sample_pdf_019.pdf,9,21,0
FRAG_001151,FRAG_001152,sample_text_011.json,sample_text_011.json,4,5,1
FRAG_001007,FRAG_001008,sample_png_024.png,sample_png_024.png,1,2,1
FRAG_000639,FRAG_000640,sample_pdf_019.pdf,sample_pdf_019.pdf,6,7,1
FRAG_000654,FRAG_000655,sample_pdf_019.pdf,sample_pdf_019.pdf,21,22,1
FRAG_000589,FRAG_000658,sample_pdf_017.pdf,sample_pdf_019.pdf,6,25,0
FRAG_000091,FRAG_000722,sample_jpeg_010.jpg,sample_pdf_022.pdf,13,2,0
FRAG_000573,FRAG_001277,sample_pdf_016.pdf,sample_text_018.csv,12,0,0
FRAG_000670,FRAG_000671,sample_pdf_019.pdf,sample_pdf_019.pdf,37,38,1
FRAG_000743,FRAG_000633,sample_pdf_023.pdf,sample_pdf_019.pdf,1,0,0
FRAG_001528,FRAG_001529,sample_zip_015.zip,sample_zip_015.zip,8,9,1
FRAG_000236,FRAG_000237,sample_pdf_001.pdf,sample_pdf_001.pdf,11,12,1
FRAG_000292,FRAG_000293,sample_pdf_003.pdf,sample_pdf_003.pdf,12,13,1
FRAG_000684,FRAG_000685,sample_pdf_020.pdf,sample_pdf_020.pdf,11,12,1
FRAG_001572,FRAG_000282,sample_zip_019.zip,sample_pdf_003.pdf,4,2,0
FRAG_001565,FRAG_001566,sample_zip_018.zip,sample_zip_018.zip,7,8,1
FRAG_000549,FRAG_000550,sample_pdf_015.pdf,sample_pdf_015.pdf,0,1,1
FRAG_000009,FRAG_000010,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,8,9,1
FRAG_000040,FRAG_000041,sample_jpeg_004.jpeg,sample_jpeg_004.jpeg,6,7,1
FRAG_000966,FRAG_000052,sample_png_019.png,sample_jpeg_006.jpg,9,4,0
FRAG_001174,FRAG_001175,sample_text_012.log,sample_text_012.log,0,1,1
FRAG_000085,FRAG_000922,sample_jpeg_010.jpg,sample_png_015.png,7,0,0
FRAG_000031,FRAG_000032,sample_jpeg_003.jpg,sample_jpeg_003.jpg,5,6,1
FRAG_000818,FRAG_000819,sample_png_004.png,sample_png_004.png,3,4,1
FRAG_000323,FRAG_000758,sample_pdf_005.pdf,sample_pdf_024.pdf,9,3,0
FRAG_001180,FRAG_001181,sample_text_012.log,sample_text_012.log,6,7,1
FRAG_000485,FRAG_000341,sample_pdf_012.pdf,sample_pdf_005.pdf,2,27,0
FRAG_001279,FRAG_001280,sample_text_018.csv,sample_text_018.csv,2,3,1
FRAG_000841,FRAG_000842,sample_png_006.png,sample_png_006.png,6,7,1
FRAG_000742,FRAG_000181,sample_pdf_023.pdf,sample_jpeg_019.jpg,0,11,0
FRAG_000946,FRAG_000947,sample_png_018.png,sample_png_018.png,1,2,1
FRAG_001234,FRAG_001043,sample_text_015.json,sample_text_002.txt,29,0,0
FRAG_001257,FRAG_001383,sample_text_016.json,sample_zip_002.zip,19,3,0
FRAG_000104,FRAG_000577,sample_jpeg_012.jpg,sample_pdf_016.pdf,5,16,0
FRAG_000293,FRAG_000294,sample_pdf_003.pdf,sample_pdf_003.pdf,13,14,1
FRAG_001353,FRAG_000167,sample_text_024.txt,sample_jpeg_018.jpeg,12,5,0
FRAG_001444,FRAG_001002,sample_zip_009.zip,sample_png_023.png,0,6,0
FRAG_000355,FRAG_000356,sample_pdf_006.pdf,sample_pdf_006.pdf,7,8,1
FRAG_001289,FRAG_000055,sample_text_019.txt,sample_jpeg_007.jpg,2,2,0
FRAG_001091,FRAG_001442,sample_text_006.log,sample_zip_008.zip,1,10,0
FRAG_000603,FRAG_000604,sample_pdf_018.pdf,sample_pdf_018.pdf,0,1,1
FRAG_000284,FRAG_000309,sample_pdf_003.pdf,sample_pdf_004.pdf,4,3,0
FRAG_000010,FRAG_000011,sample_jpeg_001.jpeg,sample_jpeg_001.jpeg,9,10,1
FRAG_001406,FRAG_001407,sample_zip_005.zip,sample_zip_005.zip,5,6,1
FRAG_000686,FRAG_000687,sample_pdf_020.pdf,sample_pdf_020.pdf,13,14,1
FRAG_000395,FRAG_000396,sample_pdf_008.pdf,sample_pdf_008.pdf,5,6,1
FRAG_001087,FRAG_001045,sample_text_005.csv,sample_text_002.txt,2,2,0
FRAG_001077,FRAG_001078,sample_text_004.json,sample_text_004.json,10,11,1
FRAG_000185,FRAG_000186,sample_jpeg_020.jpg,sample_jpeg_020.jpg,3,4,1
FRAG_000402,FRAG_000403,sample_pdf_008.pdf,sample_pdf_008.pdf,12,13,1
FRAG_001490,FRAG_000750,sample_zip_013.zip,sample_pdf_023.pdf,0,8,0
FRAG_000323,FRAG_000324,sample_pdf_005.pdf,sample_pdf_005.pdf,9,10,1
FRAG_001000,FRAG_001109,sample_png_023.png,sample_text_008.json,4,1,0
FRAG_000460,FRAG_000058,sample_pdf_011.pdf,sample_jpeg_007.jpg,7,5,0
FRAG_001118,FRAG_000602,sample_text_008.json,sample_pdf_017.pdf,10,19,0
FRAG_000499,FRAG_000628,sample_pdf_012.pdf,sample_pdf_018.pdf,16,25,0
FRAG_000733,FRAG_000431,sample_pdf_022.pdf,sample_pdf_009.pdf,13,21,0
FRAG_001369,FRAG_000777,sample_text_025.log,sample_pdf_025.pdf,11,9,0
FRAG_000788,FRAG_000948,sample_pdf_025.pdf,sample_png_018.png,20,3,0
FRAG_000796,FRAG_000930,sample_png_001.png,sample_png_016.png,0,3,0
FRAG_001316,FRAG_001317,sample_text_020.txt,sample_text_020.txt,14,15,1
FRAG_001230,FRAG_000248,sample_text_015.json,sample_pdf_001.pdf,25,23,0
FRAG_000511,FRAG_000249,sample_pdf_012.pdf,sample_pdf_001.pdf,28,24,0
FRAG_000460,FRAG_000249,sample_pdf_011.pdf,sample_pdf_001.pdf,7,24,0
FRAG_001106,FRAG_001107,sample_text_007.csv,sample_text_007.csv,8,9,1
FRAG_000432,FRAG_000433,sample_pdf_009.pdf,sample_pdf_009.pdf,22,23,1
FRAG_001044,FRAG_001045,sample_text_002.txt,sample_text_002.txt,1,2,1
FRAG_000163,FRAG_000164,sample_jpeg_018.jpeg,sample_jpeg_018.jpeg,1,2,1
FRAG_001340,FRAG_001378,sample_text_023.csv,sample_zip_001.zip,3,8,0
FRAG_001039,FRAG_001040,sample_text_001.json,sample_text_001.json,14,15,1
FRAG_000268,FRAG_000269,sample_pdf_002.pdf,sample_pdf_002.pdf,9,10,1
FRAG_000291,FRAG_001518,sample_pdf_003.pdf,sample_zip_014.zip,11,15,0
FRAG_000646,FRAG_000647,sample_pdf_019.pdf,sample_pdf_019.pdf,13,14,1
FRAG_000574,FRAG_000575,sample_pdf_016.pdf,sample_pdf_016.pdf,13,14,1
FRAG_000815,FRAG_000816,sample_png_004.png,sample_png_004.png,0,1,1
FRAG_000615,FRAG_000937,sample_pdf_018.pdf,sample_png_016.png,12,10,0
FRAG_000927,FRAG_000928,sample_png_016.png,sample_png_016.png,0,1,1
FRAG_000212,FRAG_000704,sample_jpeg_024.jpeg,sample_pdf_020.pdf,7,31,0
FRAG_000630,FRAG_000491,sample_pdf_018.pdf,sample_pdf_012.pdf,27,8,0
FRAG_001225,FRAG_000108,sample_text_015.json,sample_jpeg_012.jpg,20,9,0
FRAG_000693,FRAG_000044,sample_pdf_020.pdf,sample_jpeg_005.jpg,20,2,0
FRAG_001430,FRAG_001431,sample_zip_007.zip,sample_zip_007.zip,6,7,1
FRAG_000490,FRAG_001172,sample_pdf_012.pdf,sample_text_011.json,7,25,0
FRAG_001464,FRAG_001332,sample_zip_011.zip,sample_text_022.log,1,7,0
FRAG_001234,FRAG_001235,sample_text_015.json,sample_text_015.json,29,30,1
FRAG_000996,FRAG_000394,sample_png_023.png,sample_pdf_008.pdf,0,4,0
FRAG_000290,FRAG_000291,sample_pdf_003.pdf,sample_pdf_003.pdf,10,11,1
FRAG_001586,FRAG_001587,sample_zip_020.zip,sample_zip_020.zip,10,11,1
FRAG_000650,FRAG_000983,sample_pdf_019.pdf,sample_png_021.png,17,9,0
FRAG_000645,FRAG_000646,sample_pdf_019.pdf,sample_pdf_019.pdf,12,13,1
FRAG_000403,FRAG_000404,sample_pdf_008.pdf,sample_pdf_008.pdf,13,14,1
FRAG_001233,FRAG_001234,sample_text_015.json,sample_text_015.json,28,29,1
FRAG_001430,FRAG_000866,sample_zip_007.zip,sample_png_008.png,6,11,0
FRAG_000658,FRAG_000659,sample_pdf_019.pdf,sample_pdf_019.pdf,25,26,1
FRAG_001121,FRAG_001122,sample_text_008.json,sample_text_008.json,13,14,1
FRAG_001532,FRAG_000643,sample_zip_016.zip,sample_pdf_019.pdf,2,10,0
FRAG_001051,FRAG_001052,sample_text_002.txt,sample_text_002.txt,8,9,1
FRAG_001595,FRAG_001322,sample_zip_021.zip,sample_text_021.csv,6,4,0
FRAG_001243,FRAG_001341,sample_text_016.json,sample_text_024.txt,5,0,0
FRAG_000750,FRAG_000751,sample_pdf_023.pdf,sample_pdf_023.pdf,8,9,1
FRAG_000422,FRAG_000423,sample_pdf_009.pdf,sample_pdf_009.pdf,12,13,1
FRAG_000129,FRAG_000228,sample_jpeg_015.jpeg,sample_pdf_001.pdf,4,3,0
FRAG_001288,FRAG_001289,sample_text_019.txt,sample_text_019.txt,1,2,1
FRAG_000853,FRAG_001242,sample_png_007.png,sample_text_016.json,7,4,0
FRAG_001167,FRAG_000505,sample_text_011.json,sample_pdf_012.pdf,20,22,0
FRAG_000921,FRAG_001052,sample_png_014.png,sample_text_002.txt,10,9,0
FRAG_000118,FRAG_000103,sample_jpeg_013.jpeg,sample_jpeg_012.jpg,6,4,0
FRAG_000572,FRAG_000573,sample_pdf_016.pdf,sample_pdf_016.pdf,11,12,1
FRAG_000649,FRAG_000650,sample_pdf_019.pdf,sample_pdf_019.pdf,16,17,1
FRAG_001100,FRAG_001101,sample_text_007.csv,sample_text_007.csv,2,3,1
FRAG_000953,FRAG_000590,sample_png_018.png,sample_pdf_017.pdf,8,7,0
FRAG_000582,FRAG_001056,sample_pdf_016.pdf,sample_text_002.txt,21,13,0
FRAG_001507,FRAG_001508,sample_zip_014.zip,sample_zip_014.zip,4,5,1
FRAG_000888,FRAG_000889,sample_png_011.png,sample_png_011.png,0,1,1
FRAG_000131,FRAG_000132,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,6,7,1
FRAG_000531,FRAG_000532,sample_pdf_014.pdf,sample_pdf_014.pdf,4,5,1
FRAG_000499,FRAG_000893,sample_pdf_012.pdf,sample_png_011.png,16,5,0
FRAG_000907,FRAG_000609,sample_png_013.png,sample_pdf_018.pdf,4,6,0
FRAG_001608,FRAG_000932,sample_zip_022.zip,sample_png_016.png,5,5,0
FRAG_000582,FRAG_000517,sample_pdf_016.pdf,sample_pdf_012.pdf,21,34,0
FRAG_000210,FRAG_000190,sample_jpeg_024.jpeg,sample_jpeg_021.jpg,5,3,0
FRAG_000610,FRAG_000611,sample_pdf_018.pdf,sample_pdf_018.pdf,7,8,1
FRAG_001596,FRAG_001403,sample_zip_021.zip,sample_zip_005.zip,7,2,0
FRAG_000609,FRAG_000610,sample_pdf_018.pdf,sample_pdf_018.pdf,6,7,1
FRAG_000006,FRAG_000568,sample_jpeg_001.jpeg,sample_pdf_016.pdf,5,7,0
FRAG_000146,FRAG_000147,sample_jpeg_016.jpeg,sample_jpeg_016.jpeg,6,7,1
FRAG_001064,FRAG_001065,sample_text_003.log,sample_text_003.log,5,6,1
FRAG_000553,FRAG_001311,sample_pdf_015.pdf,sample_text_020.txt,4,9,0
FRAG_000755,FRAG_000679,sample_pdf_024.pdf,sample_pdf_020.pdf,0,6,0
FRAG_000670,FRAG_001531,sample_pdf_019.pdf,sample_zip_016.zip,37,1,0
FRAG_001511,FRAG_001512,sample_zip_014.zip,sample_zip_014.zip,8,9,1
FRAG_001240,FRAG_001241,sample_text_016.json,sample_text_016.json,2,3,1
FRAG_001036,FRAG_000415,sample_text_001.json,sample_pdf_009.pdf,11,5,0
FRAG_001131,FRAG_001132,sample_text_009.txt,sample_text_009.txt,3,4,1
FRAG_000017,FRAG_000018,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,3,4,1
FRAG_000235,FRAG_000236,sample_pdf_001.pdf,sample_pdf_001.pdf,10,11,1
FRAG_001551,FRAG_000396,sample_zip_017.zip,sample_pdf_008.pdf,7,6,0
FRAG_001501,FRAG_001502,sample_zip_013.zip,sample_zip_013.zip,11,12,1
FRAG_001152,FRAG_001153,sample_text_011.json,sample_text_011.json,5,6,1
FRAG_000304,FRAG_000881,sample_pdf_003.pdf,sample_png_010.png,24,0,0
FRAG_001031,FRAG_001032,sample_text_001.json,sample_text_001.json,6,7,1
FRAG_000483,FRAG_000484,sample_pdf_012.pdf,sample_pdf_012.pdf,0,1,1
FRAG_000054,FRAG_001248,sample_jpeg_007.jpg,sample_text_016.json,1,10,0
FRAG_000847,FRAG_000677,sample_png_007.png,sample_pdf_020.pdf,1,4,0
FRAG_000639,FRAG_001478,sample_pdf_019.pdf,sample_zip_011.zip,6,15,0
FRAG_000825,FRAG_000826,sample_png_004.png,sample_png_004.png,10,11,1
FRAG_001516,FRAG_001517,sample_zip_014.zip,sample_zip_014.zip,13,14,1
FRAG_000626,FRAG_001629,sample_pdf_018.pdf,sample_zip_025.zip,23,6,0
FRAG_000076,FRAG_000932,sample_jpeg_009.jpeg,sample_png_016.png,6,5,0
FRAG_001344,FRAG_001345,sample_text_024.txt,sample_text_024.txt,3,4,1
FRAG_000556,FRAG_000557,sample_pdf_015.pdf,sample_pdf_015.pdf,7,8,1
FRAG_000495,FRAG_000496,sample_pdf_012.pdf,sample_pdf_012.pdf,12,13,1
FRAG_000019,FRAG_000020,sample_jpeg_002.jpeg,sample_jpeg_002.jpeg,5,6,1
FRAG_000333,FRAG_000805,sample_pdf_005.pdf,sample_png_002.png,19,2,0
FRAG_001523,FRAG_001524,sample_zip_015.zip,sample_zip_015.zip,3,4,1
FRAG_000330,FRAG_000676,sample_pdf_005.pdf,sample_pdf_020.pdf,16,3,0
FRAG_000850,FRAG_001342,sample_png_007.png,sample_text_024.txt,4,1,0
FRAG_001317,FRAG_001141,sample_text_020.txt,sample_text_010.log,15,2,0
FRAG_001448,FRAG_001449,sample_zip_009.zip,sample_zip_009.zip,4,5,1
FRAG_000871,FRAG_000449,sample_png_009.png,sample_pdf_010.pdf,2,4,0
FRAG_000829,FRAG_001484,sample_png_005.png,sample_zip_012.zip,2,2,0
FRAG_001435,FRAG_001436,sample_zip_008.zip,sample_zip_008.zip,3,4,1
FRAG_001223,FRAG_000972,sample_text_015.json,sample_png_020.png,18,3,0
FRAG_000601,FRAG_001288,sample_pdf_017.pdf,sample_text_019.txt,18,1,0
FRAG_000490,FRAG_000491,sample_pdf_012.pdf,sample_pdf_012.pdf,7,8,1
FRAG_000673,FRAG_000262,sample_pdf_020.pdf,sample_pdf_002.pdf,0,3,0
FRAG_000454,FRAG_000683,sample_pdf_011.pdf,sample_pdf_020.pdf,1,10,0
FRAG_001153,FRAG_000614,sample_text_011.json,sample_pdf_018.pdf,6,11,0
FRAG_000684,FRAG_000499,sample_pdf_020.pdf,sample_pdf_012.pdf,11,16,0
FRAG_000848,FRAG_000849,sample_png_007.png,sample_png_007.png,2,3,1
FRAG_000417,FRAG_000547,sample_pdf_009.pdf,sample_pdf_014.pdf,7,20,0
FRAG_000626,FRAG_000627,sample_pdf_018.pdf,sample_pdf_018.pdf,23,24,1
FRAG_000490,FRAG_000563,sample_pdf_012.pdf,sample_pdf_016.pdf,7,2,0
FRAG_000570,FRAG_000571,sample_pdf_016.pdf,sample_pdf_016.pdf,9,10,1
FRAG_000365,FRAG_000366,sample_pdf_006.pdf,sample_pdf_006.pdf,17,18,1
FRAG_000753,FRAG_000754,sample_pdf_023.pdf,sample_pdf_023.pdf,11,12,1
FRAG_000765,FRAG_000766,sample_pdf_024.pdf,sample_pdf_024.pdf,10,11,1
FRAG_001101,FRAG_001361,sample_text_007.csv,sample_text_025.log,3,3,0
FRAG_001075,FRAG_001223,sample_text_004.json,sample_text_015.json,8,18,0
FRAG_001048,FRAG_001049,sample_text_002.txt,sample_text_002.txt,5,6,1
FRAG_001041,FRAG_001529,sample_text_001.json,sample_zip_015.zip,16,9,0
FRAG_000456,FRAG_000409,sample_pdf_011.pdf,sample_pdf_008.pdf,3,19,0
FRAG_001233,FRAG_000055,sample_text_015.json,sample_jpeg_007.jpg,28,2,0
FRAG_001585,FRAG_001586,sample_zip_020.zip,sample_zip_020.zip,9,10,1
FRAG_000185,FRAG_000605,sample_jpeg_020.jpg,sample_pdf_018.pdf,3,2,0
FRAG_000534,FRAG_000535,sample_pdf_014.pdf,sample_pdf_014.pdf,7,8,1
FRAG_000048,FRAG_000185,sample_jpeg_006.jpg,sample_jpeg_020.jpg,0,3,0
FRAG_000281,FRAG_000282,sample_pdf_003.pdf,sample_pdf_003.pdf,1,2,1
FRAG_000871,FRAG_000872,sample_png_009.png,sample_png_009.png,2,3,1
FRAG_001294,FRAG_000621,sample_text_019.txt,sample_pdf_018.pdf,7,18,0
FRAG_001138,FRAG_001553,sample_text_009.txt,sample_zip_017.zip,10,9,0
FRAG_000833,FRAG_001001,sample_png_005.png,sample_png_023.png,6,5,0
FRAG_001601,FRAG_000543,sample_zip_021.zip,sample_pdf_014.pdf,12,16,0
FRAG_000816,FRAG_001113,sample_png_004.png,sample_text_008.json,1,5,0
FRAG_001610,FRAG_001611,sample_zip_023.zip,sample_zip_023.zip,0,1,1
FRAG_000090,FRAG_001302,sample_jpeg_010.jpg,sample_text_020.txt,12,0,0
FRAG_001178,FRAG_000496,sample_text_012.log,sample_pdf_012.pdf,4,13,0
FRAG_000076,FRAG_000077,sample_jpeg_009.jpeg,sample_jpeg_009.jpeg,6,7,1
FRAG_001477,FRAG_001270,sample_zip_011.zip,sample_text_017.txt,14,4,0
FRAG_000133,FRAG_000134,sample_jpeg_015.jpeg,sample_jpeg_015.jpeg,8,9,1
FRAG_000090,FRAG_000652,sample_jpeg_010.jpg,sample_pdf_019.pdf,12,19,0
FRAG_001261,FRAG_001166,sample_text_016.json,sample_text_011.json,23,19,0
FRAG_000619,FRAG_000990,sample_pdf_018.pdf,sample_png_022.png,16,2,0
FRAG_000067,FRAG_000068,sample_jpeg_008.jpeg,sample_jpeg_008.jpeg,8,9,1
FRAG_001255,FRAG_001256,sample_text_016.json,sample_text_016.json,17,18,1
FRAG_001557,FRAG_000106,sample_zip_017.zip,sample_jpeg_012.jpg,13,7,0
FRAG_000306,FRAG_000307,sample_pdf_004.pdf,sample_pdf_004.pdf,0,1,1
FRAG_000886,FRAG_000887,sample_png_010.png,sample_png_010.png,5,6,1
FRAG_001120,FRAG_001121,sample_text_008.json,sample_text_008.json,12,13,1
FRAG_000682,FRAG_000683,sample_pdf_020.pdf,sample_pdf_020.pdf,9,10,1
FRAG_000636,FRAG_001056,sample_pdf_019.pdf,sample_text_002.txt,3,13,0
FRAG_000356,FRAG_000357,sample_pdf_006.pdf,sample_pdf_006.pdf,8,9,1
FRAG_001140,FRAG_001141,sample_text_010.log,sample_text_010.log,1,2,1
FRAG_001108,FRAG_000031,sample_text_008.json,sample_jpeg_003.jpg,0,5,0
FRAG_000146,FRAG_001450,sample_jpeg_016.jpeg,sample_zip_009.zip,6,6,0
FRAG_001142,FRAG_001143,sample_text_010.log,sample_text_010.log,3,4,1
FRAG_000515,FRAG_000105,sample_pdf_012.pdf,sample_jpeg_012.jpg,32,6,0
FRAG_000894,FRAG_000895,sample_png_011.png,sample_png_011.png,6,7,1
FRAG_000468,FRAG_000469,sample_pdf_011.pdf,sample_pdf_011.pdf,15,16,1
FRAG_000975,FRAG_000976,sample_png_021.png,sample_png_021.png,1,2,1
FRAG_000418,FRAG_000419,sample_pdf_009.pdf,sample_pdf_009.pdf,8,9,1
FRAG_000206,FRAG_000207,sample_jpeg_024.jpeg,sample_jpeg_024.jpeg,1,2,1
FRAG_001176,FRAG_000476,sample_text_012.log,sample_pdf_011.pdf,2,23,0
FRAG_001335,FRAG_001336,sample_text_022.log,sample_text_022.log,10,11,1
FRAG_000917,FRAG_000918,sample_png_014.png,sample_png_014.png,6,7,1
FRAG_000593,FRAG_000594,sample_pdf_017.pdf,sample_pdf_017.pdf,10,11,1
FRAG_000702,FRAG_000703,sample_pdf_020.pdf,sample_pdf_020.pdf,29,30,1
FRAG_000978,FRAG_000979,sample_png_021.png,sample_png_021.png,4,5,1
FRAG_000659,FRAG_000660,sample_pdf_019.pdf,sample_pdf_019.pdf,26,27,1
FRAG_001171,FRAG_001335,sample_text_011.json,sample_text_022.log,24,10,0
FRAG_001557,FRAG_001187,sample_zip_017.zip,sample_text_012.log,13,13,0
